processed_data,target
công_dụng msaf mình thấy màu khá đẹp với tôn da á ban_đầu mh thích kiểu hơi nâu đất cam cam mà cái này hơi nghiêng màu gạch ý nhưng cũng ok bôi lên_da tay thì thấy màu chuẩn hơn môi các b muốn lên đúng màu chắc phải dùng ít che khuyết_điểm lên môi á chất mịn ok nha,2
son lên màu đẹp chất son rất mịn xinhjhb,2
màu ở ngoài đậm hơn trong video nha mn chất son khá ok mùi son ko quá nồng chấp_nhận đc giá_thành ổn_áp đối vs sv hs mua nha mua nha,2
son xinh không bị khô môi giao hàng siêu nhanh shope mal nên chắc_chắn uy_tín,1
son chất đẹp gói hàng cẩn_thận dễ_thương m còn nhận được thiệp giáng_sinh màu đẹp siêu ưng ạ,2
chất son mịn thơm màu xinh lắm ạ vỏ son cũng siêu xinh luôn ạ mua về dùng thử mà ưng hết nấc,2
công_dụng đẹp kết_cấu đẹp thơm độ bền_màu son khá lì kh khô môi son test ra_tay thì rõ ánh cam lắm nma lên môi thì xinh xĩu luôn ra cam đất có điều t kh thích mùi son lắm chắc do quen dùng son thơm như merzy với bg r k khá đáng thử,2
công_dụng đẹp nha gói hàng cẩn_thận kết_cấu ok độ bền_màu ok nên mua nha mn vừa rẻ vừa đẹp ok lắm,2
chất son bột bột không thíhc lắm nma giá rẻ nên cx k đòi_hỏi nhiều màu ôk,0
chất son mịn có điều mùi ko thơm lắm hơ nồng nơi chung cũng đc đánh_giá cho shop 4 sao,2
ulatr từ cách gói hàng đến chất son cứ phải gọi là đỉnh eẹ,2
màu lên đẹp chất son okila giao hàng khá nhanh,2
nhận hàng cực ki ưng luôn shop giao đúng màu đúng mẫu lại còn tặng thêm mặt_nạ nữa chất son k thua gì mấy loại giá 1 x 2 x luôn sẽ ủng hô lâu da i,2
dùng chán rất bột luôn mình sẽ ko bao_giờ mua lại sp của focalure vì chất_lượng quá tệ,0
công_dụng dep kết_cấu dep độ bền_màu 10 chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp và chắc_chắn rất đáng tiền,2
cầm ko nặng_tay ko có mùi gì nma lên môi rất mềm và nhẹ nhoa ko dính bết rì lun cả 2 màu đều đẹp,2
kết_cấu chất son perfect diary luôn làm mình thích màu đẹp,2
mua lần đầu mong rằng chất son vẫn giống những shop trước mình mua,1
công_dụng làm đẹp kết_cấu chưa test độ bền_màu chưa test bao_bì sp đẹp đóng_gói cẩn_thận giao hàng đúng dự_kiến 5 sao cho sự tin_tưởng mal,1
công_dụng djsj kết_cấu 1 cay son_độ bền_màu nhanh troi son khá nhanh trôi mặc_dù mình tô lâu r nhưng chỉ chạm tay vào là dính son luôn k hài_lòng ở điểm đó,1
son xinh hơi khó tán nhưng với giá này là quá ổn rồi mọi người nên mua,0
son mỏng nhẹ rất đẹp nhưng trôi nhanh ko lì như thông_tin sp để giao hàng rất mua sale giá hời nên ko sao,2
màu đẹp lắm luôn nên mua ạ_shop đóng_gói cẩn_thận chất son mịn đẹp lì,2
lần đầu_tiên mua ở đây mà ưng lắm luôn được tặng gương bé bé xinh_xinh nữa vì mua cho bạn nên chưa biết đánh_giá chất son thế_nào nhưng shop gói hàng mình ưng_ý lắm hộp cũng không móp chỗ nào luôn red_heart,1
công_dụng son môi kết_cấu đẹp chất son mỏng nhẹ giao hàng nhanh son màu rất đẹp nên mua nha mọi người,2
mình thấy chất son k ổn lắm hjc mua shopemal yên_tâm hơn gói hàng chắc_chắn cực,0
giao hàng hơi lâu đóng_gói sp được nmà mở được cái hộp son ở ngoài hơi mệt son mịn lắm lên màu đẹp rất ưng two_hearts,2
màu son khác_hình sơn rất bột tô lên môi bị lộ vân môi giao hàng siêu chậm được mỗi cái là mình mua đc với giá sale với giá này thì ko đòi_hỏi nhiều,0
giao hàng nhanh son cũng đẹp í son ra đẹp lắm hơi khô tí nhưng son lì face_with_tears_of_joy,0
với giá hơn 4 chục thì chất son đúng mịn như nhung mùi thơm lòng cảm_ơn shop màu 202 203 có_vẻ hợp_lý nên mình chọn thumbs_up,2
màu 301 xinh xỉu growing_heart bên trái cơ_mà hơi khô nha mùi sicula thơm nhẹ nhẹ pleading_face màu kiểu cam nâu đất nha,0
màu khá đẹp mình chưa test lên môi nên không rõ chất màu 939 đẹp từ vỏ đến màu nhé,1
độ bền_màu được tầm 5 6 h ý hàng giao hơi lâu vì do dịch chất cũng khá oki với giá này được son như z là ok r,2
son màu đẹp chất rất mịn nha,2
son ok sài ổn màu lên đẹp son mướt mềm nhưng ko lì lắm rẻ nên ko đòi_hỏi j,2
cảm_giác son rất ít mình nhận được son thấy có một khoảng trắng ở son,0
son màu rất đẹp lên môi đúng chuẩn màu son mịn và lâu trôi nữa đẹp,2
đóng gói chắc_chắn son cầm chăc tay màu xinh chat son lỏng bám khá chắc,1
công_dụng son kết_cấu vừa tay độ bền_màu nhanh trôi son chất nhung có mùi socola chocolate_bar màu xinh hình_ảnh mang tính_chất minh_họa,1
công_dụng son kết_cấu lỏng tầm 30 s lì lại lên môi_độ bền_màu độ bền tầm 4 tiếng còn lại lớp tint màu xinh lắm mn ơi nhưng đánh đậm thì hơi già nên đánh nhẹ thoi màu ở ngoài trầm hơn hình một_chút,1
nhận hàng hơi lâu nhưng bù lại đồ xinh xỉu son chuẩn màu nhưng lì lắm nha mng với hơi khó tán,0
son lên màu đẹp lắm ạ mịn môi nhưng nhanh trôi phù_hợp với giá,2
2 màu đều lên đẹp chất son k bị đặc quá như mấy phiên_bản trc riêng bản_thân mk thấy màu 25 dễ dùng nhất,1
son xinh lắm lun chất mềm nhẹ như ko đánh luôn nha lần sau sẽ qlai uho_shop tiếp,2
hàng vô_cùng chất_lượng màu son đẹp mịn nên mua thử nha mn xinh xỉu,2
công_dụng ổn kết_cấu đẹp độ bền_màu lâu ok,2
màu đẹp lên khá giống ảnh son khá đặc vỏ khá xịn ship nhanh,1
giao hàng hơi lâu phấn phủ phấn mắt và mascara ổn chất son hơi lỏng,0
sản_phẩm rất đẹp son lên mùi rất thơm ko bị khô môi nha mn son chính hãng nha mn ai ch có nên tậu 1 em đi ạ mình biết shop qua fb rất uy tính thank_shop,2
dùng bia nhiều r nma có_vẻ chất son của bia đợt mới ra vẫn ok nhất so với các phiên_bản sau có điều hơi buồn son nhận về lần này bị mất 1 đốt tay là k có son chất son okila mùi thơm nma màu này hơi dừ với mình mùa dịch đặt_hàng từ 2 nay 25 nhận đc r đvc nhanh phết,2
công_dụng ok độ bền_màu ok màu son 908 khá đẹp lên môi mềm mịn giao hàng từ nước_ngoài nên lâu bọc hàng đóng_gói rất cẩn_thận mọi người nên thử màu_sắc sản_phẩm 901 904 905 906 907 908 909 910 920 92,2
màu rất đẹp giống trong hình chất son thì hơi bột nhưng với giá này là ok lắm rồi,0
công_dụng lam dep moi kết_cấu tronf độ bền_màu 10 đẹp vãi thơm mùi huhu ncl ưng,1
ok rất thích smiling_face_with_tear mình có xài qua một set a rồi mà hết mất màu 01 nên mua bù hic mùi thơm chất mịn không bị khô môi smiling_face_with_hearts rất ưng,2
giao hàng nhanh son chất mềm mịn lên màu chuẩn mùi thơm,2
son siêu xinh_đẹp mịn thơm rất ổn luôn giao nhanh hơn dự_kiến,2
test lên tay là màu cam nhưng lên môi lại là màu khác chất son hơi bột nói_chung tiền như_vậy cũng là ổn r,0
son rẻ quá mua về ko dám đập lên mồm nhưng thử tí trên môi thì thấy chất son cũng ok ko biết để lâu sẽ như nào màu 402 đẹp nhưng 505 ko đúng màu ý đừng mua nha mng son có in thành_phần trên bao_bì khá rõ_ràng với đẹp hehe,2
son lên màu hơi đậm so vs mình tưởng_tượng chất son lỳ đặc_trưng của bia và cái mùi đặc_trưng dù mình ko thích lắm giá_cả đáng tiền,1
theo mình thì chất son khá khó tán răng nhìn trắng hơn thiệt mình muốn mua màu tươi xíu mà màu có_vẻ hơi trầm ánh cam nha,0
săn sale nên giá khá ổn nhưng bôi hơi bị khô môi k đc mịn lắm,0
son mịn đẹp lên màu chuẩn hình_ảnh chỉ mang tính_chất nhận xu,2
chất_lượng sản_phẩm rất tốt chất son mềm mịn không kém gì mấy với mấy loại son hàn luôn á trời tuy là hàng nước_ngoài nhưng mà giao siu nhanh luôn á nói_chung là rất thích growing_heart,2
son đẹp giao nhanh đóng gói cẩn thân chất son rất mịn,2
đóng hàng kỹ_lưỡng son màu đẹp lên mịn_mà không bị vón dùng rất là thích,2
công_dụng hàng hơi vón cứ bị sao í tiền nào của lấy í nên là mn suy_nghĩ nên mua không nhé cguws nó quạnh khô,0
công_dụng đẹp tốt kết_cấu ok độ bền_màu tốt mình đặt để đem tặng giáng_sinh mà sinh lâu qá nên thành quà năm mới luôn màu đẹp bên nhg mà bị bết và mùi hơi ghê ảnh ở dưới không phải của mẫu này nha màu đấy mình mua mình tặng nên k chụp đc,0
giao hàng nhanh chất son mịn son thơm thơm nhưng thấy màu 203 không lì dễ trôi chất son mịn,2
bạn nào kiểu sexy đi date tối thì oánh màu này bao xinh luôn son thơm lắm ko hề khô môi ngheng,2
son đẹp lắm ặ mềm mịn lắm bao_bì xịn nữa giao hàng hơi lâu nhưng do hàng quốc_tế nên hog sao,2
công_dụng hồng môi kết cấu độ bền_màu mềm mướt lắm ấy mình thấy đánh 1 lớp son_dưỡng lên trước xong đánh son dễ tán hơn á ship hơi lâu nhưng mà bù lại anh ship cưng xỉu luôn á trời,2
son rất rất xinh luôn nha smiling_face_with_hearts nắp nhung sờ sướng_tay dã_man smiling_cat_with_heart eyes chất son xịn đẹp hơn mình tưởng giá okela sẽ ủng_hộ dài_dài anh shiper đẹp_trai kissing_cat,2
kết_cấu mịn độ bền_màu nhanh troi không bám màu son không hề lì nha đánh lên môi khá nhẹ và mịn nhưng mà lau 1 cái là hết_sạch luôn,2
giao hàng lâu quá gói hàng đầy_đủ son này mình dùng mấy cây rồi dễ đánh nhưng cũng dễ trôi vẫn thích vì ko gây khô môi,2
xịn mềm môi lắm luôn 3,2
màu khá xinh mềm mịn mượt môi lên môi mình hơi ngả tím xíu xíu nhma cũng tùy sắc_tố với môi khác nhau á mn,2
son lên màu xinh nha chỉ là mình thấy son hơi nhớt nhưng tí là bìnu thường à đựic_shop tặng thêm dưỡng mô red_heart,1
màu đẹp nhưng chất son dởm bôi lên không đều được màu chỗ đậm chỗ nhạt không nên mua son_shop này nha mng,0
công_dụng đánh lên môi rất đẹp và tuyệt_vời kết_cấu gọn_gàng dễ mang đi ra ngoài độ bền_màu đẹp,1
mua 2 lần rồi ưng giá rẻ chất son ổn nhưng nhanh trôi màu tươi hơn trong ảnh của shop,2
màu son xinh mùi thơm nhẹ dễ tán,2
giao hàng đúng tiêu_chuẩn đóng_gói kỹ càng son lên màu chuẩn mà hơi khô môi xíu,0
giao hành khá lâu son đẹp mua 3 lần rồi son êm mướt màu ok không lì lắm,2
chất son đặc bạn nào môi khô là lộ rõ rãnh môi và màu lên k đều màu này đánh lòng môi hoặc mix vs màu khác sẽ đẹp hơn lên ful môi nhìn hơi dừ,0
màu mình mua xinh xỉu luôn chất son mềm nhẹ như nhung ấy k làm khô môi thích_hợp để dùng vào mùa đông,2
kết_cấu xinh nhỏ gọn độ bền_màu tạm ổn son oke lắm mn đúng màu mình thấy nó không có mùi mấy son bám nhanh á vừa đánh lên môi đã bám rồi lên tán ra hơi khó nma nói_chung là oke chất_lượng khỏi bàn nhé,1
mua lần nào cũng thích cái bao_bì nhìn rất sang son đánh lên rất mượt màu lâu trôi,2
son khá đẹp chất son mềm mịn son thơm mùi kẹo son bám k đc lâu mỗi tội mk quét qr k ra,2
son đẹp mịn đã dùng son nhiều lần nên k có gì bàn_cãi chất_lượng sp tốt,2
màu rất đẹp giao hàng siêu_tốc mới đặt từ 7 h sáng hqua mà 1 h chiều hnay đã nhận được rồi dòng roman zero mịn mượt son thơm sẵn tiện mình pas son 05 này luôn do nhận về swatch thì thì màu này mình có rồi mới nhận từ shiper nên new 10 liên_hệ qua za lo nheé,2
chất son mềm mịn hơi nhanh trôi một xíu mùi cũng khá ghê nhưng lên màu cực đẹp lun í expressionless_face,2
công_dụng làm tôn da kết_cấu chất son mịn độ bền_màu tương_đối ổn đóng gói siêu chắc_chắn son mua lần nào cũng thơm và chất siêu ưng shop còn gửi kèm thiệp rất xinh,2
son kiểu hơi nhung nhung chứ k phải lỳ đâu trước khi đánh son dùng che khuyết_điểm môi sẽ xinh hơn 3,1
đánh_giá son giao khá nhanh chất son đẹp lắm mà chưa test nên k rõ lì hay k nữa mình có bán thuốc_nhuộm sỉ lẻ chính hãng alo mình nha k,2
hàng chất_lượng giao nhanh son mịn lắm mùi lại dễ_chịu vỏ ngoài siêu siêu đẹp,2
son hơi khô không được mịn,0
chất son mượt màu son đẹp_shop đóng_gói rất ẩn_trọng có_thể mang đi tặng rất lich sự,2
son thơm mùi khá mềm môi lì hay không thì chưa biết,2
u là tròi xinh xỉu lun á mọi người ơi dùng khác hẳn vs mấy loại bán vớ_vẩn lun uy_tín thật_sự son thơm mềm môi còn đc tặng túi nữa chứ xịn xò con bò ghê gói hàng đóng hộp rất ưng luôn,2
son mềm mịn môi mùi dịu nhẹ đóng_gói chất_lượng,2
mùi thơm hơi nặng môi xíu nm đẹp nha mn,0
nhận được hàng là test ngay trời_ơi quá là sang xịn mịn lại còn sale 2 cây 9 k quá_ư là rẻ luôn mình có rất nhiều cây son nhưng 2 cây focalure này bây_giờ chiếm top 1 lòng mình luôn rất recomend mn nha màu mình mua là 302 và 501,2
chất son mịn màu xinh son_hợp không_khí noel lắm á giao hàng nhanh như chớp sáng 24 đặt mà 26 đã có đi chơi rồi,2
ko còn gì để nói chất son mướt mềm ko lộ vân môi mình ko ngờ son nội_địa trung có_thể đẹp như vậy recomend mn mua 2 màu này,2
công_dụng làm đẹp kết_cấu đẹp độ bền_màu chua ro giao nhanh mùi son kẹo ngọt rất dễ_chịu với đứa bị viêm mũi như mk thì mùi hắc chịu k đc nhưng e lại khác chất son mượt võ chắc_chắn có team chống giả còn về độ lì thì mk chưa biết k rolling_on_the_floor_laughing quá iêm,2
son lên màu ok không làm cho môi bị khô mình chọn màu này có mùi vani nhẹ,2
kết_cấu đặc_shop chuẩn_bị hàng nhanh đóng_gói cẩn_thận chất_lượng tốt tư_vấn cũng nhiệt_tình sẽ ủng_hộ shop trong thời_gian dài,1
thơm mùi socola mịn xịn thơm mướt đóng hàng kĩ son xinh xỉu smiling_face_with_heart eyes face_blowing_a_kiss red_heart đóng_gói hàng kĩ package,2
công_dụng son kết_cấu đẹp độ bền_màu lì,2
chất son mịn mùi rất thơm kiểu dịu nhẹ bôi không bị khô mà rất mượt mọi người nên thử nha,2
son mịn thơm mùi cam đánh lên mướt ko bị vón dùng khá ổn thank_shop,2
kết_cấu chất son mịn thơm độ bền_màu ko lì lắm,2
